AbilitecContactID,PolicyNumber,DriverNumber,AbilitecHouseholdID,DriverCount,ClaimCount,TotalPaid,ClaimNumber,AtFaultDescription,ClaimStatus,ClaimType,DateOfLoss,DriverID,LossState,PolicyStateCode,SubrogrationFlag,TermEffectiveDate,VehicleID,ClaimTransCount,ClaimTransPaidLoss,DaysToClaim,DaysToClaim_h
04ZJUS0203DPYQXP,TkM0MjIxNzYy,1,04ZJUS03T99X5NRG,1,1,0.0,PA0002397635,No fault,C,THEFTENTIRE,2018-10-22 00:00:00,98,NC,NC,NO,2018-10-20 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS010E9QBRGF,TkM0MjM1NTA0,1,04ZJUS03RSTYJCJS,3,1,0.0,PA0002462753,No fault,C,PG_COLLISIONMERGE,2018-10-04 00:00:00,0,NC,NC,NO,2078-12-31 00:00:00,1,,,,
04ZJUS01GP9TZYKL,TkM0MjMwOTU3,1,04ZJUS03ZCWMYJR4,2,3,15742.530000000002,PA0002401840,No fault,C,ANIMAL,2018-11-26 00:00:00,1,NC,NC,NO,2018-10-27 00:00:00,1,17.0,6843.43,0.0,0.0
04ZJUS01GP9TZYKL,TkM0MjMwOTU3,1,04ZJUS03ZCWMYJR4,2,3,15742.530000000002,PA0002412983,No fault,C,ANIMAL,2018-12-26 00:00:00,1,NC,NC,NO,2018-10-27 00:00:00,2,25.0,2038.38,0.0,0.0
04ZJUS01GP9TZYKL,TkM0MjMwOTU3,1,04ZJUS03ZCWMYJR4,2,3,15742.530000000002,PA0002413316,No fault,C,ANIMAL,2018-12-27 00:00:00,1,NC,NC,NO,2018-10-27 00:00:00,2,21.0,6860.72,0.0,0.0
04ZJUS029RWHVGJK,TkM0MjMyMTY1,1,04ZJUS031K1612PR,2,2,16393.44,PA0002398448,No fault,C,ANIMAL,2018-11-14 00:00:00,1,NC,NC,NO,2018-10-28 00:00:00,1,8.0,771.7,0.0,0.0
04ZJUS029RWHVGJK,TkM0MjMyMTY1,1,04ZJUS031K1612PR,2,2,16393.44,PA0002418472,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2019-01-14 00:00:00,1,NC,NC,NO,2018-10-28 00:00:00,1,44.0,15621.739999999998,0.0,0.0
04ZJUS01M9442HPG,TkM0MjMzMTQy,1,04ZJUS032YVXYG3B,1,1,2042.9099999999999,PA0002417665,Insured at fault,C,PG_COLLISIONMERGE,2019-01-10 00:00:00,1,NC,NC,NO,2018-10-29 00:00:00,1,11.0,2042.9099999999999,0.0,0.0
04ZJUS01YE7BJHJD,TkM0MjU2OTY1,1,04ZJUS03MNKM4409,1,1,0.0,PA0002403783,Other party at fault,C,LEFTCOLLISION,2018-11-28 00:00:00,1,NC,NC,NO,2018-11-15 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01MMEHDB8C,TkM0MjU4Njky,1,04ZJUS03SKRMJY9F,1,3,2356.1,PA0002405223,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2018-12-02 00:00:00,1,NC,NC,NO,2018-11-16 00:00:00,1,8.0,2356.1,0.0,0.0
04ZJUS01MMEHDB8C,TkM0MjU4Njky,1,04ZJUS03SKRMJY9F,1,3,2356.1,PA0002427476,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2019-01-29 00:00:00,1,NC,NC,NO,2018-11-16 00:00:00,1,2.0,0.0,28.0,672.0
04ZJUS01MMEHDB8C,TkM0MjU4Njky,1,04ZJUS03SKRMJY9F,1,3,2356.1,PA0002458562,No fault,C,PG_TOWONLY,2019-05-03 00:00:00,0,NC,NC,NO,2018-11-16 00:00:00,1,,,,
04ZJUS02T6J8E226,TkM0MjY2MjU0,1,04ZJUS034PH0PDR2,1,1,100.0,PA0002419565,No fault,C,PG_TOWONLY,2019-01-16 00:00:00,98,NC,NC,NO,2018-11-21 00:00:00,2,11.0,100.0,0.0,0.0
04ZJUS01S66442HJ,TkM0MjY2MjYz,1,04ZJUS030Y7J34XB,2,1,1679.26,PA0002402021,Insured at fault,C,PG_COLLISIONBACKING,2018-11-21 00:00:00,2,NC,NC,NO,2018-11-21 00:00:00,3,6.0,1679.26,0.0,0.0
04ZJUS0167EXBTCR,TkM0MjY4NzAy,1,04ZJUS03XMFMDNJM,1,1,31658.7,PA0002451681,Insured at fault,O,PG_IVREARENDCV,2019-04-15 00:00:00,1,NC,NC,NO,2018-11-23 00:00:00,2,75.0,31658.7,0.0,0.0
04ZJUS02RS8VTJY5,TkM0MjY5MDEw,1,04ZJUS03ZXC048GM,3,1,615.41,PA0002418731,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2019-01-14 00:00:00,1,NC,NC,NO,2018-11-23 00:00:00,1,10.0,615.41,0.0,0.0
04ZJUS01XSZCXWXS,TkM0Mjc2NzAz,1,04ZJUS03PMX4G0BV,3,2,14952.949999999999,PA0002436825,No fault,C,GLASSBREAKAGE,2019-03-04 00:00:00,1,NC,NC,NO,2018-11-30 00:00:00,1,8.0,156.49,0.0,0.0
04ZJUS01XSZCXWXS,TkM0Mjc2NzAz,1,04ZJUS03PMX4G0BV,3,2,14952.949999999999,PA0002461774,Insured at fault,C,PG_IVREARENDCV,2019-05-13 00:00:00,2,NC,NC,NO,2018-11-30 00:00:00,2,36.0,14796.46,0.0,0.0
04ZJUS0235Y44SFB,TkM0Mjc3MDI0,1,04ZJUS03ZGP1FC0F,1,1,6447.92,PA0002438998,Insured at fault,C,FIXEDOBJCOLL,2019-03-10 00:00:00,1,NC,NC,NO,2018-11-30 00:00:00,1,17.0,6447.92,0.0,0.0
04ZJUS01X2VDTWM4,TkM0MjcyNjkw,1,04ZJUS034MQCMWMP,1,1,689.72,PA0002429174,Insured at fault,C,PG_IVREARENDCV,2019-02-12 00:00:00,1,NC,NC,NO,2018-08-13 00:00:00,3,6.0,689.72,0.0,0.0
04ZJUS02E6J8K2KY,TkM0Mjg5OTUx,1,04ZJUS0386TK0735,2,1,2324.8,PA0002467997,Insured at fault,C,PG_COLLISIONMERGE,2019-05-29 00:00:00,2,NC,NC,NO,2018-12-08 00:00:00,2,6.0,2324.8,0.0,0.0
04ZJUS01X89SYQF3,TkM0Mjk0NDAw,1,04ZJUS03MELWKDL6,1,3,0.0,PA0002460592,No fault,C,PG_HAZARDOUS,2019-05-04 00:00:00,1,OH,NC,NO,2018-12-13 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01X89SYQF3,TkM0Mjk0NDAw,1,04ZJUS03MELWKDL6,1,3,0.0,PA0002460595,No fault,C,LOADINGDAMAGE,2019-05-04 00:00:00,98,OH,NC,NO,2018-12-13 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01X89SYQF3,TkM0Mjk0NDAw,1,04ZJUS03MELWKDL6,1,3,0.0,PA0002460596,No fault,C,FALLINGOBJECT,2019-04-25 00:00:00,1,NC,NC,NO,2018-12-13 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS02TRVQYPGC,TkM0MjkxMzU0,1,04ZJUS03G3GDKXQY,2,2,3133.2200000000003,PA0002446275,No fault,C,FALLINGOBJECT,2019-04-01 00:00:00,1,NC,NC,NO,2018-12-10 00:00:00,3,8.0,0.0,0.0,0.0
04ZJUS02TRVQYPGC,TkM0MjkxMzU0,1,04ZJUS03G3GDKXQY,2,2,3133.2200000000003,PA0002468974,Other party at fault,C,PG_CVREARENDIV,2019-05-31 00:00:00,1,NC,NC,YES,2018-12-10 00:00:00,3,23.0,3133.2200000000003,0.0,0.0
04ZJUS02KPVQLV0S,TkM0MjkxNzI1,1,04ZJUS037R3L75J5,1,1,0.0,PA0002455171,Other party at fault,C,PG_CVREARENDIV,2019-03-19 00:00:00,1,NC,NC,NO,2018-12-10 00:00:00,998,1.0,0.0,0.0,0.0
04ZJUS02062TWJGF,TkM0MzAzNTIy,1,04ZJUS034YVYYG37,2,1,0.0,PA0002414066,Insured at fault,C,FIXEDOBJCOLL,2018-12-30 00:00:00,1,NC,NC,NO,2018-12-20 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01JZRN01TH,TkM0MzEzMzc4,1,04ZJUS032DK24CKX,1,1,0.0,PA0002420321,Other party at fault,C,PG_CVREARENDIV,2019-01-18 00:00:00,1,NC,NC,NO,2018-12-30 00:00:00,1,1.0,0.0,0.0,0.0
04ZJUS01VN8XYD7R,TkM0MzcxNTQw,1,04ZJUS03110F51Q8,1,1,0.0,PA0002464609,Insured at fault,C,FIXEDOBJCOLL,2019-04-08 00:00:00,0,NC,NC,NO,2019-02-08 00:00:00,1,,,,
04ZJUS01GFHMY88P,TkM0MzkwOTMz,1,04ZJUS03ST8GD27G,1,1,0.0,PA0002464477,No fault,C,PG_IV_REPOSSESSED,2019-05-09 00:00:00,98,NC,NC,NO,2019-02-22 00:00:00,2,4.0,0.0,1.0,24.0
04ZJUS021QFFSCX0,TkM0NDM2NTA2,1,04ZJUS13KQT3FTL6,1,1,525.53,PA0002439947,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2019-03-14 00:00:00,1,NC,NC,NO,2019-03-09 00:00:00,1,6.0,525.53,0.0,0.0
04ZJUS02RWHM01YC,TkMyNjcxMjk1,1,04ZJUS037RTS0PJH,1,1,0.0,PA0002111386,No fault,C,GLASSBREAKAGE,2016-07-25 00:00:00,98,NC,NC,NO,2016-06-08 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01W1T41C4Y,TkMyNzY5MTcy,1,04ZJUS03185F906B,4,1,0.0,PA0002140873,Insured at fault,C,PG_COLLISIONINTERSECTION,2016-10-22 00:00:00,1,NC,NC,NO,2016-02-08 00:00:00,1,1.0,0.0,88.00000000000001,2112.0000000000005
04ZJUS02TFYY6QJ5,TkMyNzk1NjI2,1,04ZJUS037207CNTS,1,1,0.0,PA0002355056,No fault,C,PG_HIT_RUN,2018-07-18 00:00:00,98,NC,NC,NO,2018-02-21 00:00:00,1,8.0,0.0,0.0,0.0
04ZJUS01Y9N340P3,TkMyNzkwNTM0,1,04ZJUS0369E3P67T,1,1,0.0,PA0002202926,Insured at fault,C,VEHCOLLISION,2017-05-04 00:00:00,99,NC,NC,NO,2017-03-03 00:00:00,1,6.0,0.0,0.0,0.0
04ZJUS02XYMGD53W,TkMyODEwMjI3,1,04ZJUS03FHKLYQZP,8,1,4966.99,PA0002194776,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2017-04-09 00:00:00,3,NC,NC,NO,2017-02-22 00:00:00,1,7.0,4966.99,0.0,0.0
04ZJUS02VKMTJD23,TkMyODM2MjU4,1,04ZJUS03XX8F68VX,3,3,5955.299999999999,PA0002117982,No fault,C,VANDALISM,2016-08-16 00:00:00,1,NC,NC,NO,2016-03-04 00:00:00,1,8.0,2353.26,0.0,0.0
04ZJUS02VKMTJD23,TkMyODM2MjU4,1,04ZJUS03XX8F68VX,3,3,5955.299999999999,PA0002217351,Insured at fault,C,PG_IVREARENDCV,2017-06-05 00:00:00,2,NC,NC,NO,2017-03-04 00:00:00,1,36.0,3527.89,0.0,0.0
04ZJUS02VKMTJD23,TkMyODM2MjU4,1,04ZJUS03XX8F68VX,3,3,5955.299999999999,PA0002331778,No fault,C,GLASSBREAKAGE,2018-05-15 00:00:00,1,NC,NC,NO,2018-03-04 00:00:00,2,6.0,74.15,0.0,0.0
04ZJUS010G32VC4F,TkMyOTI0NTM1,1,04ZJUS034GYCH2P7,2,1,7425.25,PA0002135872,Insured at fault,C,PG_IVREARENDCV,2016-10-05 00:00:00,1,NC,NC,NO,2016-05-03 00:00:00,1,39.0,7425.25,0.0,0.0
04ZJUS02KZL6Z15S,TkMyOTkwNzIy,1,04ZJUS031X35EGJ7,1,1,0.0,PA0002264312,Other party at fault,C,PG_COLLISIONMERGE,2017-10-26 00:00:00,1,NC,NC,YES,2017-06-28 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS02ZHSC71M5,TkMzMDM1MTA0,1,04ZJUS03YS38TBHS,2,1,995.98,PA0002426031,Insured at fault,O,PG_COLLISIONBACKING,2019-02-03 00:00:00,2,NC,NC,NO,2018-08-04 00:00:00,2,14.0,995.98,0.0,0.0
04ZJUS02ZQ3BMBXF,TkMzMDk0OTk5,1,04ZJUS03X84MDWVS,3,2,22082.18,PA0002237514,No fault,C,THEFTENTIRE,2017-08-09 00:00:00,98,NC,NC,NO,2016-09-09 00:00:00,2,4.0,0.0,0.0,0.0
04ZJUS02ZQ3BMBXF,TkMzMDk0OTk5,1,04ZJUS03X84MDWVS,3,2,22082.18,PA0002254259,Insured at fault,C,PG_COLLISIONINTERSECTION,2017-09-27 00:00:00,2,NC,NC,NO,2017-09-09 00:00:00,1,24.0,22082.18,0.0,0.0
04ZJUS02LKN10LL6,TkMzMTAzOTMw,1,04ZJUS03XRLCWWMN,1,2,77379.56,PA0002178642,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2017-02-15 00:00:00,1,NC,NC,NO,2016-09-16 00:00:00,1,6.0,520.09,0.0,0.0
04ZJUS02LKN10LL6,TkMzMTAzOTMw,1,04ZJUS03XRLCWWMN,1,2,77379.56,PA0002375634,Insured at fault,C,PG_IVREARENDCV,2018-09-13 00:00:00,1,NC,NC,NO,2017-09-16 00:00:00,1,43.0,76859.47,0.0,0.0
04ZJUS02QSLMYH9Q,TkMzMTk2NDUw,1,04ZJUS03WMXMDRQX,1,1,4333.68,PA0002339630,Insured at fault,C,PG_HAZARDOUS,2018-05-29 00:00:00,1,NC,NC,NO,2017-11-21 00:00:00,1,11.0,4333.68,0.0,0.0
04ZJUS01MYBM4W7E,TkMzMjA4MTQ3,1,04ZJUS03KGBWYQLY,1,1,2804.1600000000003,PA0002197289,Insured at fault,C,PG_COLLISIONBACKING,2017-04-19 00:00:00,1,NC,NC,NO,2016-11-30 00:00:00,1,8.0,2804.1600000000003,0.0,0.0
04ZJUS02PGWEV2PB,TkMzMjc5Mzg3,1,04ZJUS035SN3EK1S,1,4,22593.93,PA0002230224,No fault,C,FIXEDOBJCOLL,2017-06-30 00:00:00,98,NC,NC,NO,2017-01-22 00:00:00,2,4.0,0.0,0.0,0.0
04ZJUS02PGWEV2PB,TkMzMjc5Mzg3,1,04ZJUS035SN3EK1S,1,4,22593.93,PA0002281339,Insured at fault,C,PG_COLLISIONBACKING,2017-12-15 00:00:00,1,NC,NC,NO,2017-01-22 00:00:00,3,16.0,1793.93,0.0,0.0
04ZJUS02PGWEV2PB,TkMzMjc5Mzg3,1,04ZJUS035SN3EK1S,1,4,22593.93,PA0002423679,Insured at fault,C,PG_IVREARENDCV,2019-01-24 00:00:00,99,NC,NC,NO,2018-02-02 00:00:00,1,7.0,800.0,0.0,0.0
04ZJUS02PGWEV2PB,TkMzMjc5Mzg3,1,04ZJUS035SN3EK1S,1,4,22593.93,PA0002448119,Other party at fault,C,FIXEDOBJCOLL,2019-01-25 00:00:00,98,NC,NC,NO,2018-02-02 00:00:00,1,6.0,20000.0,0.0,0.0
04ZJUS01VW42LH8S,TkMzMzM3OTEw,1,04ZJUS03WJ3ZCML6,1,1,1910.0,PA0002227276,Insured at fault,C,PG_COLLISIONMERGE,2017-07-10 00:00:00,1,NC,NC,NO,2017-02-24 00:00:00,1,26.0,1910.0,0.0,0.0
04ZJUS02JM9MD6VB,TkMzMzYwMzE4,1,04ZJUS03ZD7JYLBF,2,2,30000.0,PA0002185769,Comparative Negligence,C,PEDCOLLISION,2017-03-16 00:00:00,2,PA,NC,NO,2017-03-02 00:00:00,1,6.0,30000.0,0.0,0.0
04ZJUS02JM9MD6VB,TkMzMzYwMzE4,1,04ZJUS03ZD7JYLBF,2,2,30000.0,PA0002260051,Other party at fault,C,PG_COLLISIONMERGE,2017-10-14 00:00:00,2,PA,NC,NO,2017-03-02 00:00:00,3,4.0,0.0,0.0,0.0
04ZJUS01DMH5LJHR,TkMzMzg4Mzk2,1,04ZJUS03S6NXL2PM,2,1,748.63,PA0002222440,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2017-06-23 00:00:00,99,NC,NC,NO,2017-03-16 00:00:00,1,10.0,748.63,0.0,0.0
04ZJUS01WKZDZLMN,TkMzMzk2Mjk3,1,04ZJUS03ZDP8678F,2,1,0.0,PA0002359119,Insured at fault,C,FIXEDOBJCOLL,2018-06-16 00:00:00,99,NC,NC,NO,2018-03-22 00:00:00,3,4.0,0.0,0.0,0.0
04ZJUS01MYPM4JG4,TkMzNDM1NDA4,1,04ZJUS03E992TBJX,3,2,5102.12,PA0002315704,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2018-03-30 00:00:00,1,NC,NC,NO,2017-04-19 00:00:00,1,8.0,0.0,0.0,0.0
04ZJUS01MYPM4JG4,TkMzNDM1NDA4,1,04ZJUS03E992TBJX,3,2,5102.12,PA0002411412,Other party at fault,C,PG_CVREARENDIV,2018-12-17 00:00:00,98,NC,NC,YES,2018-04-19 00:00:00,998,9.0,5102.12,0.0,0.0
04ZJUS01E19THZVG,TkMzNDU3OTk1,1,04ZJUS03QNYSHGJ7,1,1,100.0,PA0002362920,No fault,C,PG_TOWONLY,2018-08-04 00:00:00,1,MD,NC,NO,2018-05-13 00:00:00,1,9.0,100.0,0.0,0.0
04ZJUS02WX0T88TS,TkMzNDUwOTM4,1,04ZJUS033N70BDNW,4,1,2621.67,PA0002230326,No fault,C,PG_COLLISIONWITHPARKEDCAR,2017-07-18 00:00:00,98,NC,NC,NO,2017-05-01 00:00:00,2,8.0,2621.67,0.0,0.0
04ZJUS02S3PSLMQR,TkMzNTAzNjA4,1,04ZJUS03HXEDGM44,4,3,19391.03,PA0002238612,Insured at fault,C,PG_COLLISIONBACKING,2017-08-11 00:00:00,99,NC,NC,NO,2017-06-09 00:00:00,1,34.0,2978.7200000000003,0.0,0.0
04ZJUS02S3PSLMQR,TkMzNTAzNjA4,1,04ZJUS03HXEDGM44,4,3,19391.03,PA0002273593,Insured at fault,C,PG_COLLISIONMERGE,2017-11-16 00:00:00,99,NC,NC,NO,2017-06-09 00:00:00,1,22.0,3631.42,0.0,0.0
04ZJUS02S3PSLMQR,TkMzNTAzNjA4,1,04ZJUS03HXEDGM44,4,3,19391.03,PA0002423350,Insured at fault,C,FIXEDOBJCOLL,2019-01-26 00:00:00,1,SC,NC,NO,2018-06-09 00:00:00,1,20.0,12780.89,0.0,0.0
04ZJUS01F49PZHJ9,TkMzNTIxNDkw,1,04ZJUS03M6324CJM,3,1,35169.7,PA0002285185,Insured at fault,C,PG_IVREARENDCV,2017-12-28 00:00:00,1,SC,NC,NO,2017-06-23 00:00:00,1,57.0,35169.7,0.0,0.0
04ZJUS01Q9EH7JYG,TkMzNTUzMjk0,1,04ZJUS03CZM0RRL6,4,2,3497.21,PA0002365331,No fault,C,FIRE,2018-08-12 00:00:00,1,NC,NC,NO,2018-07-15 00:00:00,1,20.0,3497.21,0.0,0.0
04ZJUS01Q9EH7JYG,TkMzNTUzMjk0,1,04ZJUS03CZM0RRL6,4,2,3497.21,PA0002392770,Other party at fault,C,PG_CVREARENDIV,2018-10-31 00:00:00,1,NC,NC,NO,2018-07-15 00:00:00,2,4.0,0.0,0.0,0.0
04ZJUS016YJVLNJR,TkMzNTY3NzAx,1,04ZJUS13MP62R7MF,2,2,6877.0,PA0002252951,No fault,C,VANDALISM,2017-09-20 00:00:00,98,NC,NC,NO,2017-07-26 00:00:00,2,9.0,3867.0,0.0,0.0
04ZJUS016YJVLNJR,TkMzNTY3NzAx,1,04ZJUS13MP62R7MF,2,2,6877.0,PA0002389779,No fault,C,VANDALISM,2018-10-22 00:00:00,98,NC,NC,NO,2018-07-26 00:00:00,1,13.0,3010.0,0.0,0.0
04ZJUS01HYSV3Z1Z,TkMzNTkyMjU3,1,04ZJUS03M5QPJQL6,1,2,0.0,PA0002262796,Other party at fault,C,VEHCOLLISION,2017-10-21 00:00:00,0,NC,NC,NO,2017-08-11 00:00:00,1,,,,
04ZJUS01HYSV3Z1Z,TkMzNTkyMjU3,1,04ZJUS03M5QPJQL6,1,2,0.0,PA0002415130,Other party at fault,C,PG_IVREARENDCV,2018-12-05 00:00:00,1,NC,NC,NO,2018-08-11 00:00:00,998,4.0,0.0,0.0,0.0
04ZJUS02M6KVR8ZN,TkMzNjA0NTk5,1,04ZJUS034NX4Y1VC,2,1,0.0,PA0002271981,Insured at fault,C,PG_COLLISIONINTERSECTION,2017-11-12 00:00:00,1,NC,NC,NO,2017-08-22 00:00:00,1,1.0,0.0,5.0,120.0
04ZJUS0119E462WX,TkMzNjEwNDc0,1,04ZJUS03VESC92PY,1,1,0.0,PA0002372106,No fault,C,VEHCOLLISION,2018-09-03 00:00:00,1,NC,NC,NO,2018-08-25 00:00:00,998,4.0,0.0,0.0,0.0
04ZJUS015K9VK17N,TkMzNjI2MzI4,1,04ZJUS0313JF97X5,6,1,0.0,PA0002335975,No fault,C,ANIMAL,2018-05-26 00:00:00,0,NC,NC,NO,2017-09-06 00:00:00,3,,,,
04ZJUS02RL0C31M6,TkMzNjIxNzAy,1,04ZJUS03E7TMDEHF,1,1,1597.9900000000002,PA0002280165,No fault,C,ANIMAL,2017-12-13 00:00:00,1,NC,NC,NO,2017-09-01 00:00:00,1,9.0,1597.9900000000002,0.0,0.0
04ZJUS014NCDV2P8,TkMzNjIzNTU2,1,04ZJUS03JSQDECJS,1,1,5151.0599999999995,PA0002453922,No fault,C,ANIMAL,2019-04-18 00:00:00,1,NC,NC,NO,2018-09-07 00:00:00,1,13.0,5151.0599999999995,0.0,0.0
04ZJUS02RPX40DW8,TkMzNjM0OTU4,1,04ZJUS135YNR8R3J,3,1,6049.5,PA0002312661,Insured at fault,C,FIXEDOBJCOLL,2018-03-21 00:00:00,3,NC,NC,NO,2017-09-12 00:00:00,2,13.0,6049.5,0.0,0.0
04ZJUS01DMH5LJHR,TkMzNjM4NzQx,1,04ZJUS03S6NXL2PM,2,3,17411.32,PA0002275658,No fault,C,PG_HIT_RUN,2017-11-28 00:00:00,99,NC,NC,NO,2017-09-15 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS01DMH5LJHR,TkMzNjM4NzQx,1,04ZJUS03S6NXL2PM,2,3,17411.32,PA0002276068,Comparative Negligence,C,PG_COLLISIONMERGE,2017-11-28 00:00:00,99,NC,NC,YES,2017-09-15 00:00:00,1,27.0,16699.43,0.0,0.0
04ZJUS01DMH5LJHR,TkMzNjM4NzQx,1,04ZJUS03S6NXL2PM,2,3,17411.32,PA0002402427,Insured at fault,C,PG_COLLISIONINTERSECTION,2018-11-26 00:00:00,1,NC,NC,NO,2018-09-15 00:00:00,3,6.0,711.89,0.0,0.0
04ZJUS015ZFDHE0P,TkMzNjQ2Mzk4,1,04ZJUS03JC9GDQYS,4,1,0.0,PA0002458545,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2019-04-30 00:00:00,3,NC,NC,NO,2018-09-21 00:00:00,3,9.0,0.0,0.0,0.0
04ZJUS02R5J2HRJB,TkMzNjQxNDMy,1,04ZJUS03B4KY4BM0,2,1,7510.099999999999,PA0002307617,Insured at fault,C,PG_COLLISIONMERGE,2018-03-08 00:00:00,1,NC,NC,NO,2017-09-16 00:00:00,1,16.0,7510.099999999999,0.0,0.0
04ZJUS02B8L24F34,TkMzNjc2NTU0,1,04ZJUS13HGWQD0TP,1,1,4661.1,PA0002264078,Insured at fault,C,PG_IVREARENDCV,2017-10-25 00:00:00,1,NC,NC,NO,2017-10-13 00:00:00,1,8.0,4661.1,0.0,0.0
04ZJUS02NXFQT85R,TkMzNjc2ODIz,1,04ZJUS038LECLX6R,1,1,0.0,PA0002289749,No fault,C,GLASSBREAKAGE,2018-01-12 00:00:00,1,NC,NC,NO,2017-10-13 00:00:00,1,1.0,0.0,0.0,0.0
04ZJUS02LFDMDT3G,TkMzNjc5NjIw,1,04ZJUS03QBN6WHYW,3,3,5505.0,PA0002308949,Other party at fault,C,PG_HIT_RUN,2018-02-23 00:00:00,99,NC,NC,NO,2017-10-16 00:00:00,1,17.0,4000.0,0.0,0.0
04ZJUS02LFDMDT3G,TkMzNjc5NjIw,1,04ZJUS03QBN6WHYW,3,3,5505.0,PA0002312338,Other party at fault,C,VEHCOLLISION,2018-03-15 00:00:00,99,NC,NC,NO,2017-10-16 00:00:00,1,6.0,1505.0,0.0,0.0
04ZJUS02LFDMDT3G,TkMzNjc5NjIw,1,04ZJUS03QBN6WHYW,3,3,5505.0,PA0002382271,Insured at fault,C,PG_COLLISIONINTERSECTION,2018-09-30 00:00:00,1,NC,NC,NO,2017-10-16 00:00:00,1,2.0,0.0,5.0,120.0
04ZJUS01T60XD322,TkMzNjcwODM5,1,04ZJUS03K03CQPML,1,1,544.56,PA0002353999,Other party at fault,C,PG_CVREARENDIV,2018-07-16 00:00:00,1,NJ,NC,NO,2017-10-09 00:00:00,1,8.0,544.56,0.0,0.0
04ZJUS0129H3YFVQ,TkMzNjg0NDQ1,1,04ZJUS031YHFT0Q7,1,2,6639.3099999999995,PA0002285949,Insured at fault,C,PG_COLLISIONBACKING,2018-01-01 00:00:00,1,NC,NC,NO,2017-10-22 00:00:00,1,14.0,2629.48,0.0,0.0
04ZJUS0129H3YFVQ,TkMzNjg0NDQ1,1,04ZJUS031YHFT0Q7,1,2,6639.3099999999995,PA0002351560,Insured at fault,C,PG_COLLISIONBACKING,2018-07-09 00:00:00,1,NC,NC,NO,2017-10-22 00:00:00,3,15.0,4009.83,0.0,0.0
04ZJUS02ZQBZQ9ZF,TkMzNjk3Nzkw,1,04ZJUS036RVMYF3P,2,1,1200.4,PA0002397757,Insured at fault,C,PG_COLLISIONWITHPARKEDCAR,2018-11-12 00:00:00,99,NC,NC,NO,2018-11-02 00:00:00,2,6.0,1200.4,0.0,0.0
04ZJUS0121E3YRJL,TkMzNjkyMzA3,1,04ZJUS038CVMDTZK,1,1,668.04,PA0002334642,Insured at fault,C,PG_IVREARENDCV,2018-05-23 00:00:00,1,NC,NC,NO,2017-10-27 00:00:00,2,10.0,668.04,0.0,0.0
04ZJUS027NX4VDJB,TkMzNzAyMTQw,1,04ZJUS03T9GPLLL6,4,1,0.0,PA0002332069,Other party at fault,C,PG_PARKED,2018-05-15 00:00:00,0,NC,NC,NO,2017-11-03 00:00:00,3,,,,
04ZJUS0143D4PHJD,TkMzNzEzMjY3,1,04ZJUS03PSKG07ZS,2,2,1243.49,PA0002411080,Other party at fault,C,PG_COLLISIONMERGE,2018-12-19 00:00:00,1,NC,NC,NO,2018-11-13 00:00:00,2,16.0,1243.49,0.0,0.0
04ZJUS0143D4PHJD,TkMzNzEzMjY3,1,04ZJUS03PSKG07ZS,2,2,1243.49,PA0002425145,No fault,C,PG_TOWONLY,2019-02-01 00:00:00,1,NC,NC,NO,2018-11-13 00:00:00,2,4.0,0.0,0.0,0.0
04ZJUS02R6K9X29G,TkMzNzI4NTI0,1,04ZJUS13CETDNEM0,2,4,14292.76,PA0002375947,No fault,C,PG_FLOOD,2018-09-14 00:00:00,98,NC,NC,NO,2017-11-24 00:00:00,1,12.0,14292.76,0.0,0.0
04ZJUS02R6K9X29G,TkMzNzI4NTI0,1,04ZJUS13CETDNEM0,2,4,14292.76,PA0002375953,No fault,C,PG_FLOOD,2018-09-14 00:00:00,0,NC,NC,NO,2017-11-24 00:00:00,2,,,,
04ZJUS02R6K9X29G,TkMzNzI4NTI0,1,04ZJUS13CETDNEM0,2,4,14292.76,PA0002379036,Other party at fault,C,PG_CVREARENDIV,2018-09-23 00:00:00,1,NC,NC,NO,2017-11-24 00:00:00,1,4.0,0.0,0.0,0.0
04ZJUS02R6K9X29G,TkMzNzI4NTI0,1,04ZJUS13CETDNEM0,2,4,14292.76,PA0002381754,No fault,C,PG_COLLISIONWITHPARKEDCAR,2018-10-01 00:00:00,1,NC,NC,NO,2017-11-24 00:00:00,1,4.0,0.0,0.0,0.0
